business_code,cust_number,name_customer,clear_date,buisness_year,due_in_date,posting_id,baseline_create_date,cust_payment_terms,target_old,amount_in_usd,cust_payment_terms_grp,baseline_month,baseline_day,baseline_dayofweek,Allowed_Pay_Days,business_days_late,target,due_weekend_flag,amount_bin,cust_allowed_pay_days_late_rate_past,ratio_paid_invoices_late_past,avg_days_late_paid_late_past,sum_outstanding_amount_past,recent_5_late_rate,recent_10_late_rate,recent_20_late_rate,late_rate_time_decay_lambda_0_8,current_transaction_count,cleared_count,is_new_customer,is_last_late,recent_3_late_rate,year_month,year_quarter,gdp_growth,unemployment,cpi_yoy,fed_rate,wti_oil,dxy,retail_sales,fed_rate_chg,gdp_growth_chg,unemployment_chg,cpi_yoy_chg,wti_oil_chg,dxy_chg,retail_sales_chg
U001,0200769623,WAL-MAR corporation,2019-03-19,2019.0,2019-03-22,1.0,2019-03-07,NAH4,0,11.040167967307262,NAH4,3,7,3,15,-3,0,0,3,0.00912106135986733,0.00912106135986733,15.636363636363637,2504.7985804123123,0.0,0.0,0.0,0.009929629149937402,1496,1196,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200769623,WAL-MAR systems,2019-03-18,2019.0,2019-03-22,1.0,2019-03-07,NAH4,0,10.347169023452729,NAH4,3,7,3,15,-4,0,0,2,0.00912106135986733,0.00912106135986733,15.636363636363637,2504.7985804123123,0.0,0.0,0.0,0.009929629149937402,1497,1196,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200759878,SA associates,2019-03-25,2019.0,2019-03-22,1.0,2019-03-07,NAH4,1,10.299878279368585,NAH4,3,7,3,15,1,0,0,2,0.020618556701030927,0.020202020202020204,6.5,556.1227836113244,0.0,0.0,0.0,0.02053388090349076,156,99,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200739534,OK corporation,2019-03-22,2019.0,2019-03-22,1.0,2019-03-07,NAA8,0,10.79465450888253,NAA8,3,7,3,15,0,0,0,3,0.0,0.0,0.0,62.27864067989337,0.0,0.0,0.0,0.0,17,10,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200769623,WAL-MAR associates,2019-03-20,2019.0,2019-03-22,1.0,2019-03-07,NAH4,0,5.932908097647959,NAH4,3,7,3,15,-2,0,0,0,0.00912106135986733,0.00912106135986733,15.636363636363637,2504.7985804123123,0.0,0.0,0.0,0.009929629149937402,1498,1196,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200734491,FOOD  co,2019-03-22,2019.0,2019-03-22,1.0,2019-03-07,NAA8,0,10.590909625900323,NAA8,3,7,3,15,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0.14969450101832993,0.14969450101832993,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200707005,KING S systems,2019-03-22,2019.0,2019-03-22,1.0,2019-03-07,NAA8,0,9.880091998401634,NAA8,3,7,3,15,0,0,0,2,0.0,0.0,0.0,30.07525072542839,0.0,0.0,0.0,0.0,26,22,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200769623,WAL-MAR us,2019-03-18,2019.0,2019-03-22,1.0,2019-03-07,NAH4,0,10.065979206661934,NAH4,3,7,3,15,-4,0,0,2,0.00912106135986733,0.00912106135986733,15.636363636363637,2504.7985804123123,0.0,0.0,0.0,0.009929629149937402,1499,1196,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200232199,DIAMO llc,2019-04-24,2019.0,2019-03-17,1.0,2019-03-07,NA10,1,9.007709979784345,NA10,3,7,3,10,27,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0.14969450101832993,0.14969450101832993,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200700919,US  corp,2019-03-25,2019.0,2019-03-22,1.0,2019-03-07,NAA8,1,11.064570757569465,NAA8,3,7,3,15,1,0,0,3,0.0,0.0,0.0,53.00035048624614,0.0,0.0,0.0,0.0,20,14,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200712187,SPAR associates,2019-03-22,2019.0,2019-03-22,1.0,2019-03-07,NAA8,0,9.717848097600571,NAA8,3,7,3,15,0,0,0,1,0.0,0.0,0.0,50.06877688958417,0.0,0.0,0.0,0.0,12,6,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200712105,WALG us,2019-04-10,2019.0,2019-03-22,1.0,2019-03-07,NAA8,1,10.709420860530884,NAA8,3,7,3,15,13,1,0,2,1.0,1.0,18.666666666666668,47.32268157203002,1.0,1.0,1.0,1.0,9,3,0,1.0,1.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200705372,FR in,2019-03-22,2019.0,2019-03-22,1.0,2019-03-07,NAA8,0,11.059334881737916,NAA8,3,7,3,15,0,0,0,3,0.09090909090909091,0.09090909090909091,7.0,51.83253958565744,0.2,0.1,0.09090909090909091,0.12195121951219513,17,11,0,1.0,0.3333333333333333,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200769623,WAL-MAR systems,2019-03-18,2019.0,2019-03-22,1.0,2019-03-07,NAH4,0,10.963604824669458,NAH4,3,7,3,15,-4,0,0,3,0.00912106135986733,0.00912106135986733,15.636363636363637,2504.7985804123123,0.0,0.0,0.0,0.009929629149937402,1500,1196,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200786288,FAMILY corporation,2019-03-20,2019.0,2019-03-22,1.0,2019-03-07,NAC6,0,8.455487985979559,NAC6,3,7,3,15,-2,0,0,1,0.0,0.0,0.0,9.607408322432974,0.0,0.0,0.0,0.0,10,7,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200759878,SA foundation,2019-03-25,2019.0,2019-03-22,1.0,2019-03-07,NAH4,1,10.187454858779637,NAH4,3,7,3,15,1,0,0,2,0.020618556701030927,0.020202020202020204,6.5,556.1227836113244,0.0,0.0,0.0,0.02053388090349076,157,99,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200794332,COST us,2019-03-21,2019.0,2019-03-22,1.0,2019-03-07,NAAX,0,9.674457962433063,NAAX,3,7,3,15,-1,0,0,1,0.05042016806722689,0.05,12.166666666666666,308.03129315492134,0.0,0.0,0.0,0.050064738886491156,154,119,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200700919,US  trust,2019-04-08,2019.0,2019-04-08,1.0,2019-03-07,NA32,0,9.617846063344112,NA32,3,7,3,32,0,0,0,1,0.0,0.0,0.0,53.00035048624614,0.0,0.0,0.0,0.0,21,14,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200257211,SUI llc,2019-03-25,2019.0,2019-03-27,1.0,2019-03-07,NAD1,0,7.647871919616236,NAD1,3,7,3,20,-2,0,0,0,0.0,0.0,0.0,8.234978810524975,0.0,0.0,0.0,0.0,3,1,1,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200519201,KROGE llc,2019-03-29,2019.0,2019-03-22,1.0,2019-03-07,NAA8,1,8.21670412506528,NAA8,3,7,3,15,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,CCU002,KRFT FDS ,2019-05-03,2019.0,2019-04-11,1.0,2019-03-07,NAG2,1,9.518693811907152,NAG2,3,7,3,35,16,1,0,1,0.5714285714285714,0.5714285714285714,10.25,78.3735274827581,0.4,0.5714285714285714,0.5714285714285714,0.5714285714285714,16,7,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
CA02,0140104423,METRO  foundation,2019-03-15,2019.0,2019-03-17,1.0,2019-03-07,CA10,0,8.869587988581266,CA10,3,7,3,10,0,0,1,1,0.0,0.0,0.0,30.594871942749574,0.0,0.0,0.0,0.0,15,11,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200769623,WAL-MAR co,2019-03-18,2019.0,2019-03-22,1.0,2019-03-07,NAH4,0,6.273631438871653,NAH4,3,7,3,15,-4,0,0,0,0.00912106135986733,0.00912106135986733,15.636363636363637,2504.7985804123123,0.0,0.0,0.0,0.009929629149937402,1501,1196,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200769623,WAL-MAR corp,2019-03-18,2019.0,2019-03-22,1.0,2019-03-07,NAH4,0,10.477473310400605,NAH4,3,7,3,15,-4,0,0,2,0.00912106135986733,0.00912106135986733,15.636363636363637,2504.7985804123123,0.0,0.0,0.0,0.009929629149937402,1502,1196,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200122145,G & C  ,2019-03-27,2019.0,2019-03-22,1.0,2019-03-07,NAA8,1,10.309463530128252,NAA8,3,7,3,15,3,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0.14969450101832993,0.14969450101832993,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200778870,C trust,2019-03-25,2019.0,2019-03-22,1.0,2019-03-07,NAA8,1,9.841403616438376,NAA8,3,7,3,15,1,0,0,2,0.6,0.6,7.833333333333333,101.5228365713519,0.8,0.6,0.6,0.6363636363636365,19,7,0,0.0,0.6666666666666666,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200747369,SCHNU systems,2019-04-01,2019.0,2019-03-22,1.0,2019-03-07,NAA8,1,10.45847751496196,NAA8,3,7,3,15,6,1,0,2,0.125,0.125,30.0,47.9413436428965,0.0,0.125,0.125,0.12422360248447205,13,7,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200769623,WAL-MAR corporation,2019-03-18,2019.0,2019-03-22,1.0,2019-03-07,NAH4,0,10.914677106891512,NAH4,3,7,3,15,-4,0,0,3,0.00912106135986733,0.00912106135986733,15.636363636363637,2504.7985804123123,0.0,0.0,0.0,0.009929629149937402,1503,1196,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200555117,BURR in,2019-03-22,2019.0,2019-03-22,1.0,2019-03-07,NAA8,0,11.353569645209111,NAA8,3,7,3,15,0,0,0,3,0.0,0.0,0.0,23.529927445343787,0.0,0.0,0.0,0.0,10,7,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
CA02,0140105686,SYSC llc,2019-03-20,2019.0,2019-03-17,1.0,2019-03-07,CA10,1,7.245580171779928,CA10,3,7,3,10,2,0,1,0,0.02857142857142857,0.02857142857142857,6.0,100.7409183877341,0.0,0.0,0.05,0.03067484662576687,48,35,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200014556,ALBER corp,2019-03-22,2019.0,2019-03-22,1.0,2019-03-07,NAA8,0,10.38397726018579,NAA8,3,7,3,15,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200780383,MEIJ associates,2019-03-22,2019.0,2019-03-22,1.0,2019-03-07,NAA8,0,7.33650713386549,NAA8,3,7,3,15,0,0,0,0,0.02702702702702703,0.02702702702702703,6.0,322.6697242539811,0.0,0.0,0.05,0.02691790040376851,71,37,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200763814,SYSCO F corp,2019-03-25,2019.0,2019-03-22,1.0,2019-03-07,NAA8,1,9.820127139024626,NAA8,3,7,3,15,1,0,0,2,0.0,0.05263157894736842,12.0,91.10408299529065,0.2,0.1,0.05263157894736842,0.0608272506082725,30,19,0,0.0,0.3333333333333333,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200725421,BEN  associates,2019-03-14,2019.0,2019-03-22,1.0,2019-03-07,NAA8,0,10.07420790820682,NAA8,3,7,3,15,-6,0,0,2,0.0,0.0,0.0,11.275810136365395,0.0,0.0,0.0,0.0,4,2,1,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200900909,SYSCO corp,2019-04-01,2019.0,2019-03-27,1.0,2019-03-07,NAD1,1,10.001768768982377,NAD1,3,7,3,20,3,0,0,2,0.0,0.0,0.0,81.95451772853762,0.0,0.0,0.0,0.0,29,17,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200726979,BJ'S  ,2019-03-22,2019.0,2019-03-22,1.0,2019-03-07,NAA8,0,6.505365437390901,NAA8,3,7,3,15,0,0,0,0,0.005050505050505051,0.005050505050505051,14.0,333.72176289040334,0.0,0.0,0.0,0.006532532009406846,251,198,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,CCCA02,KRAFT  in,2019-05-03,2019.0,2019-04-11,1.0,2019-03-07,NAG2,1,9.796474561180975,NAG2,3,7,3,35,16,1,0,2,0.5357142857142857,0.5357142857142857,10.533333333333333,424.4275951922615,0.2,0.1,0.35,0.5357142857142857,73,27,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200769623,WAL-MAR in,2019-03-18,2019.0,2019-03-22,1.0,2019-03-07,NAH4,0,9.295478078073623,NAH4,3,7,3,15,-4,0,0,1,0.00912106135986733,0.00912106135986733,15.636363636363637,2504.7985804123123,0.0,0.0,0.0,0.009929629149937402,1504,1196,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200769623,WAL-MAR us,2019-03-18,2019.0,2019-03-22,1.0,2019-03-07,NAH4,0,9.713245511356035,NAH4,3,7,3,15,-4,0,0,1,0.00912106135986733,0.00912106135986733,15.636363636363637,2504.7985804123123,0.0,0.0,0.0,0.009929629149937402,1505,1196,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200781803,JRD associates,2019-03-27,2019.0,2019-03-27,1.0,2019-03-07,NAD1,0,7.420692671394296,NAD1,3,7,3,20,0,0,0,0,0.0,0.0,0.0,25.471707581620194,0.0,0.0,0.0,0.0,18,13,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
CA02,0140105508,DOLLARA corporation,2019-03-14,2019.0,2019-03-17,1.0,2019-03-07,CA10,0,9.49263414106012,CA10,3,7,3,10,-1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,CCCA02,KRAFT  corp,2019-05-03,2019.0,2019-04-11,1.0,2019-03-07,NAG2,1,10.030340443532053,NAG2,3,7,3,35,16,1,0,2,0.5357142857142857,0.5357142857142857,10.533333333333333,424.4275951922615,0.2,0.1,0.35,0.5357142857142857,74,27,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200742521,GLA us,2019-03-29,2019.0,2019-03-22,1.0,2019-03-07,NAA8,1,7.305779438435708,NAA8,3,7,3,15,5,0,0,0,0.0,0.0,0.0,10.648176109208809,0.0,0.0,0.0,0.0,6,4,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
CA02,0140104440,SO llc,2019-03-22,2019.0,2019-03-17,1.0,2019-03-07,CA10,1,12.421992418067562,CA10,3,7,3,10,4,0,1,3,0.05555555555555555,0.05555555555555555,6.0,198.08189341018556,0.0,0.1,0.05555555555555555,0.05333333333333334,38,18,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200769623,WAL-MAR corporation,2019-03-22,2019.0,2019-03-22,1.0,2019-03-07,NAH4,0,5.976147842996089,NAH4,3,7,3,15,0,0,0,0,0.00912106135986733,0.00912106135986733,15.636363636363637,2504.7985804123123,0.0,0.0,0.0,0.009929629149937402,1506,1196,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
CA02,0140104409,LOB corporation,2019-03-18,2019.0,2019-03-17,1.0,2019-03-07,CA10,1,10.825810702732944,CA10,3,7,3,10,0,0,1,3,0.075,0.075,8.0,153.79450486294564,0.0,0.1,0.05,0.07907542579075427,56,40,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200782001,GORDO ,2019-03-26,2019.0,2019-03-22,1.0,2019-03-07,NAA8,1,10.550168192221856,NAA8,3,7,3,15,2,0,0,2,0.05555555555555555,0.034482758620689655,6.0,88.78522551493482,0.0,0.0,0.0,0.028419182948490232,39,29,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200769623,WAL-MAR trust,2019-03-18,2019.0,2019-03-22,1.0,2019-03-07,NAH4,0,7.2211197179586675,NAH4,3,7,3,15,-4,0,0,0,0.00912106135986733,0.00912106135986733,15.636363636363637,2504.7985804123123,0.0,0.0,0.0,0.009929629149937402,1507,1196,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0100031704,DELHAIZE llc,2019-03-22,2019.0,2019-03-22,1.0,2019-03-07,NAA8,0,11.441914093396248,NAA8,3,7,3,15,0,0,0,3,0.04,0.04,12.0,210.25294585351807,0.2,0.1,0.05,0.0501002004008016,47,25,0,1.0,0.3333333333333333,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
U001,0200794332,COST llc,2019-03-21,2019.0,2019-03-22,1.0,2019-03-07,NAAX,0,8.99250644960077,NAAX,3,7,3,15,-1,0,0,1,0.05042016806722689,0.05,12.166666666666666,308.03129315492134,0.0,0.0,0.0,0.050064738886491156,155,119,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
CA02,0140104429,COSTCO us,2019-03-25,2019.0,2019-03-17,1.0,2019-03-07,CA10,1,9.826865249021932,CA10,3,7,3,10,5,0,1,2,0.05405405405405406,0.05405405405405406,15.5,85.3205448727088,0.0,0.2,0.1,0.06410256410256411,47,36,0,0.0,0.0,2019-03,2019Q1,2.5,3.8666666666666663,1.6300227951842494,2.4033333333333333,54.82311475409836,114.5548779661017,1481483.0,0.1833333333333331,1.9,0.0333333333333332,-0.5834958743855978,-5.142459016393445,-1.145005640455679,-2900.0
